UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTIM_POB,IDH_2019,%POBREZA,%POBREZAEXT,TASA_NOLEER,TASA_INDIGENA,TASA_NOAFILSALUD,TASA_MAS80,UNA_DOSIS,DOS_DOSIS,TRES_DOSIS
010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,29041,0.642360593890392,0.09034625,0.01439875,0.0848752646598546,0.055356101752125,0.181502961121851,0.0197651596019421,38010,36057,15146
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,291,0.423031925028296,0.36519949,0.1568075,0.175572519083969,0.297709923664122,0.0458015267175573,0.0378006872852234,79,66,51
010103,AMAZONAS,CHACHAPOYAS,BALSAS,1639,0.315308421322158,0.45732962,0.1542712,0.167253521126761,0.00440140845070423,0.182218309859155,0.0134228187919463,714,640,58
010104,AMAZONAS,CHACHAPOYAS,CHETO,595,0.345745781567757,0.39169782,0.2367841,0.0950155763239875,0.0218068535825545,0.110591900311526,0.0487394957983193,437,446,203
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,716,0.275037798834594,0.53045662,0.3639537,0.177777777777778,0.00170940170940171,0.052991452991453,0.0335195530726257,526,474,286
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,2088,0.269269728632059,0.51607832,0.4378883,0.128017967434026,0,0.0954519932622122,0.0373563218390805,953,741,124
010107,AMAZONAS,CHACHAPOYAS,GRANADA,387,0.358001458425031,0.43865957,0.05943345,0.139583333333333,0.222916666666667,0.135416666666667,0.0465116279069768,263,241,94
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,1318,0.414755647270218,0.31977312,0.1250203,0.0834658187599364,0.198728139904611,0.245627980922099,0.0128983308042489,392,381,40
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,5561,0.295184437819084,0.47947723,0.2835085,0.169934640522876,0.207642031171443,0.0739064856711916,0.0154648444524366,3793,3364,692
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,4233,0.398950920974067,0.25741684,0.1519174,0.148066298342541,0.0149171270718232,0.137845303867403,0.0255138199858257,2432,2169,521
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,882,0.324295307546424,0.41081444,0.2437787,0.162468513853904,0.00251889168765743,0.144836272040302,0.0510204081632653,400,359,168
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,803,0.473769772128404,0.30634088,0.2061026,0.129107981220657,0.0363849765258216,0.123239436619718,0.062266500622665,489,478,253
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1015,0.446101217220829,0.39230882,0.1890431,0.136064374542794,0.0124359912216533,0.150694952450622,0.0394088669950739,575,509,169
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,2767,0.380907159068978,0.35654304,0.2545505,0.134191176470588,0.221047794117647,0.169117647058824,0.0231297434044091,1620,1512,474
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,593,0.447630676188927,0.38644489,0.1008896,0.125,0.0544354838709677,0.165322580645161,0.0522765598650928,325,299,138
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,364,0.364667298382429,0.479082,0.02628461,0.130666666666667,0.0426666666666667,0.152,0.0274725274725275,105,93,40
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,852,0.341954115321283,0.47119202,0.1934588,0.193758127438231,0.0299089726918075,0.279583875162549,0.0446009389671362,304,254,167
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,353,0.489705575826164,0.29704094,0.07683372,0.0677966101694915,0.0135593220338983,0.135593220338983,0.0424929178470255,139,141,101
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,711,0.321841647375863,0.43370115,0.2792597,0.13448275862069,0.0241379310344828,0.0672413793103448,0.0337552742616034,427,416,195
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,1330,0.344628159000522,0.41062364,0.2118722,0.149509803921569,0.00571895424836601,0.168300653594771,0.0518796992481203,853,787,406
010121,AMAZONAS,CHACHAPOYAS,SONCHE,221,0.372094481565758,0.55850202,0.5277253,0.165991902834008,0,0.1417004048583,0.0407239819004525,141,122,42
010201,AMAZONAS,BAGUA,BAGUA,26246,0.584063033773132,0.16212835,0.04467983,0.101763707475463,0.0244631392517157,0.158032617519002,0.0124590413777337,22111,18138,4200
010202,AMAZONAS,BAGUA,ARAMANGO,11151,0.361182152533835,0.38525807,0.1927075,0.1810547875064,0.094521249359959,0.111008704557092,0.0172181867097121,5184,4279,489
010203,AMAZONAS,BAGUA,COPALLIN,6394,0.467245207758446,0.24530258,0.1124363,0.169096844396083,0.00478781284004353,0.09379760609358,0.0182984047544573,3343,3032,614
010204,AMAZONAS,BAGUA,EL PARCO,1489,0.489048641213126,0.35249588,0.1215905,0.153782894736842,0.00164473684210526,0.0822368421052632,0.0261920752182673,1050,898,173
010205,AMAZONAS,BAGUA,IMAZA,24373,0.298089241112547,0.5394969,0.4888884,0.199308481042842,0.479174946347667,0.134250059613703,0.00919049768186107,8873,5938,810
010206,AMAZONAS,BAGUA,LA PECA,8090,0.490583795558475,0.34761666,0.217995,0.16629392971246,0.00830670926517572,0.0875399361022364,0.0393077873918418,3840,3358,634
010301,AMAZONAS,BONGARA,JUMBILLA,1765,0.451394193185704,0.29547678,0.0512921,0.0964846671652954,0.0194465220643231,0.116679132385939,0.0181303116147309,2002,1855,584
010302,AMAZONAS,BONGARA,CHISQUILLA,340,0.474974891206606,0.4224183,0.2256179,0.107843137254902,0.0065359477124183,0.179738562091503,0.0264705882352941,53,52,45
010303,AMAZONAS,BONGARA,CHURUJA,272,0.515913557019013,0.2078695,0.01867667,0.111498257839721,0.00348432055749129,0.0871080139372822,0.0661764705882353,278,261,120
010304,AMAZONAS,BONGARA,COROSHA,1034,0.395898212710819,0.54796368,0.2457763,0.16839378238342,0.016839378238342,0.106217616580311,0.0174081237911025,152,122,21
010305,AMAZONAS,BONGARA,CUISPES,903,0.299445065686758,0.45831589,0.1279052,0.137518684603886,0.00298953662182362,0.200298953662182,0.0287929125138427,390,336,101
010306,AMAZONAS,BONGARA,FLORIDA,8582,0.359323571197629,0.33682214,0.0634247,0.14552425404234,0.0058343057176196,0.196532755459243,0.0157305989279888,5090,4770,983
010307,AMAZONAS,BONGARA,JAZAN,9355,0.511258094896226,0.22712901,0.1366821,0.109498680738786,0.0527704485488127,0.186543535620053,0.0236237306253341,6852,6556,1596
010308,AMAZONAS,BONGARA,RECTA,207,0.324005334659494,0.38690705,0.1561683,0.100961538461538,0,0.0961538461538462,0.0821256038647343,55,51,44
010309,AMAZONAS,BONGARA,SAN CARLOS,321,0.348034093956714,0.289591,0.04725558,0.0858895705521472,0.122699386503067,0.323108384458078,0.0529595015576324,223,212,70
010310,AMAZONAS,BONGARA,SHIPASBAMBA,1803,0.365002151268255,0.35863148,0.1336122,0.139701104613385,0.0480831708901884,0.11825860948668,0.0155296727676095,800,730,171
010311,AMAZONAS,BONGARA,VALERA,1293,0.40063511294374,0.2078695,0.08484321,0.124713958810069,0.0183066361556064,0.14187643020595,0.0278422273781903,662,629,230
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,8390,0.352290052865536,0.43859279,0.1094429,0.169266630805092,0.00806885422270038,0.153846153846154,0.0116805721096544,2910,2669,548
010401,AMAZONAS,CONDORCANQUI,NIEVA,29037,0.294015899367628,0.51406262,0.3486494,0.199291313218082,0.4705787608719,0.164930741973585,0.00371939249922513,11622,7091,641
010402,AMAZONAS,CONDORCANQUI,EL CENEPA,9639,0.222500134398112,0.62912381,0.6002361,0.230916995248205,0.528763522394096,0.145687999191184,0.00466853408029879,2319,1553,85
010403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,16865,0.189784605920573,0.59872335,0.3138112,0.186196516878091,0.527055113595643,0.0924532358632552,0.0013044767269493,3085,2170,50
010501,AMAZONAS,LUYA,LAMUD,2322,0.485915285368237,0.30951386,0.05603407,0.126627750336776,0.0381679389312977,0.0808262236192187,0.0551248923341947,3053,2692,817
010502,AMAZONAS,LUYA,CAMPORREDONDO,7122,0.341756562388809,0.50206718,0.1098376,0.194500231731809,0.00123590298161594,0.171790514444616,0.016849199663016,4125,3480,601
010503,AMAZONAS,LUYA,COCABAMBA,2522,0.254097428970944,0.55979223,0.3550347,0.162679425837321,0.0026581605528974,0.0627325890483785,0.0178429817605075,1387,1165,295
010504,AMAZONAS,LUYA,COLCAMAR,2307,0.272209258088242,0.42320492,0.2924272,0.179168915272531,0.0156502968159741,0.0609821910415542,0.0338101430429129,1099,1050,293
010505,AMAZONAS,LUYA,CONILA,2102,0.338649206796812,0.49642272,0.3513756,0.172282608695652,0.0315217391304348,0.0989130434782609,0.038534728829686,612,562,116
010506,AMAZONAS,LUYA,INGUILPATA,608,0.349613290216736,0.40196248,0.1660086,0.174698795180723,0,0.0542168674698795,0.0526315789473684,221,271,226
010507,AMAZONAS,LUYA,LONGUITA,1155,0.262887743481219,0.56751291,0.3973001,0.183551847437426,0.0107270560190703,0.0572109654350417,0.0251082251082251,646,629,268
010508,AMAZONAS,LUYA,LONYA CHICO,983,0.338262271379248,0.46699525,0.3943642,0.155581947743468,0.0130641330166271,0.0522565320665083,0.0417090539165819,336,288,178
010509,AMAZONAS,LUYA,LUYA,4447,0.39411651595427,0.30284501,0.1004575,0.162414751199798,0.083354382419803,0.11694872442536,0.034180346300877,4543,3937,973
010510,AMAZONAS,LUYA,LUYA VIEJO,485,0.309417669598129,0.54438368,0.3277698,0.211340206185567,0.208762886597938,0.0438144329896907,0.0309278350515464,141,169,75
010511,AMAZONAS,LUYA,MARIA,949,0.28214384028439,0.51870194,0.2263015,0.147849462365591,0.00940860215053763,0.114247311827957,0.0347734457323498,613,552,182
010512,AMAZONAS,LUYA,OCALLI,4255,0.327352605941538,0.4539658,0.03817944,0.166760404949381,0.0194038245219348,0.129358830146232,0.0235017626321974,3007,2822,844
010513,AMAZONAS,LUYA,OCUMAL,4207,0.285337404934344,0.52242779,0.1689763,0.164248403946605,0.00319210679048172,0.0861868833430064,0.0192536249108628,2625,2478,769
010514,AMAZONAS,LUYA,PISUQUIA,6144,0.380224972788761,0.58528572,0.5472109,0.203439597315436,0.00943791946308725,0.0635486577181208,0.0211588541666667,3345,3099,899
010515,AMAZONAS,LUYA,PROVIDENCIA,1547,0.251746492122571,0.54733542,0.2942918,0.1709726443769,0.00151975683890578,0.0942249240121581,0.0284421460892049,753,725,301
010516,AMAZONAS,LUYA,SAN CRISTOBAL,694,0.331046725290293,0.5275641,0.3297493,0.192307692307692,0.0183150183150183,0.032967032967033,0.053314121037464,339,360,167
010517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,827,0.34710701058663,0.49096061,0.1926484,0.145323741007194,0.00287769784172662,0.103597122302158,0.0386940749697703,184,206,22
010518,AMAZONAS,LUYA,SAN JERONIMO,898,0.255734785108348,0.47147578,0.4658563,0.175355450236967,0,0.0868878357030016,0.0567928730512249,149,156,211
010519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,517,0.362140008639086,0.55646778,0.1125014,0.126491646778043,0.00238663484486874,0.0692124105011933,0.0773694390715667,294,268,68
010520,AMAZONAS,LUYA,SANTA CATALINA,1911,0.273459566805263,0.60302966,0.5036441,0.182203389830508,0.000529661016949153,0.0852754237288136,0.0188383045525903,1250,1212,400
010521,AMAZONAS,LUYA,SANTO TOMAS,3596,0.278360587134059,0.46979229,0.3357183,0.146746347941567,0.0175962815405047,0.097609561752988,0.0475528364849833,2119,1914,674
010522,AMAZONAS,LUYA,TINGO,1367,0.40402434276642,0.400163,0.1115524,0.153359683794466,0.0260869565217391,0.100395256916996,0.027798098024872,980,931,417
010523,AMAZONAS,LUYA,TRITA,1385,0.346581119172036,0.50058289,0.1637895,0.171364985163205,0.131305637982196,0.0675074183976261,0.0332129963898917,411,494,281
010601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,5278,0.524840742394436,0.20821354,0.02983966,0.11968085106383,0.019281914893617,0.183510638297872,0.0337248957938613,6867,6313,2913
010602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,2071,0.262898139825049,0.38449165,0.1230337,0.157726180944756,0.000400320256204964,0.212970376301041,0.024625784645099,1859,1714,510
010603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,510,0.424114715076106,0.33428571,0.07082071,0.0890756302521008,0,0.0974789915966387,0.0588235294117647,458,445,198
010604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,2622,0.406387658365786,0.22971,0.07376823,0.131297709923664,0.000763358778625954,0.145801526717557,0.0556826849733028,2082,2033,802
010605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,3031,0.286111524424427,0.37433423,0.1121742,0.131140350877193,0.00043859649122807,0.134649122807018,0.0178159023424612,1165,1287,823
010606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,1638,0.418452147083352,0.25822,0.0572598,0.138565297363581,0.00429184549356223,0.106069895769467,0.0463980463980464,1109,1131,675
010607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1394,0.482818762660018,0.22117973,0.0342374,0.133466135458167,0.00132802124833997,0.107569721115538,0.0552367288378766,965,925,288
010608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,609,0.310427637045169,0.31604121,0.05592042,0.165562913907285,0,0.163355408388521,0.0509031198686371,298,323,208
010609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,9666,0.295900498888919,0.3950835,0.2320612,0.152052769248266,0.0297964289775958,0.256226543841692,0.0111731843575419,6594,5572,869
010610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,468,0.357542049919816,0.24453776,0.09304521,0.16796875,0,0.095703125,0.0747863247863248,382,409,323
010611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,453,0.390800666091571,0.22971,0.06589066,0.131205673758865,0.00709219858156028,0.0709219858156028,0.0551876379690949,660,324,267
010612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,3764,0.249041865462379,0.51237772,0.1866729,0.195945945945946,0.019203413940256,0.185988620199147,0.00345377258235919,1013,750,81
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,54127,0.509394176943613,0.24502994,0.09396441,0.141185263861844,0.0319230542278869,0.151570582797349,0.0150387052672419,42598,37195,7819
010702,AMAZONAS,UTCUBAMBA,CAJARURO,28713,0.451709642936526,0.35929618,0.1877501,0.182597773831695,0.00645328944519035,0.113430637966131,0.0178316442029743,15986,13883,1537
010703,AMAZONAS,UTCUBAMBA,CUMBA,8905,0.362661087747427,0.37445098,0.1435234,0.184468491406747,0.0127307447485678,0.0800763844684914,0.0203256597417181,5406,4750,656
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,6435,0.509728302454769,0.26712135,0.07604293,0.15793991416309,0.0101287553648069,0.168583690987124,0.0130536130536131,2883,2361,611
010705,AMAZONAS,UTCUBAMBA,JAMALCA,8304,0.407599707750131,0.35474788,0.1248479,0.162688821752266,0.0141993957703927,0.0989425981873112,0.0167389210019268,4122,3387,515
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,10489,0.406520272457245,0.32328096,0.1155903,0.169345238095238,0.0463293650793651,0.143055555555556,0.0146820478596625,7172,6306,879
010707,AMAZONAS,UTCUBAMBA,YAMON,2905,0.356250410607554,0.38391761,0.04701998,0.176631363170482,0,0.0816535702084045,0.0227194492254733,1659,1516,119
020101,ANCASH,HUARAZ,HUARAZ,65435,0.603079301578917,0.10242455,0.00599588,0.100597740409879,0.401651996847084,0.226303862322648,0.0217620539466646,39631,36087,12508
020102,ANCASH,HUARAZ,COCHABAMBA,2027,0.273067850922722,0.51041382,0.2533511,0.204392922513728,0.499694935936547,0.0549115314215985,0.0424272323630982,1070,858,294
020103,ANCASH,HUARAZ,COLCABAMBA,814,0.378720840126659,0.4032822,0.06118961,0.125850340136054,0.581632653061225,0.207482993197279,0.0221130221130221,125,97,
020104,ANCASH,HUARAZ,HUANCHAY,2327,0.321614375712249,0.33213594,0.2244553,0.13125,0.246875,0.13875,0.0541469703480877,1179,1083,331
020105,ANCASH,HUARAZ,INDEPENDENCIA,75063,0.584997707639346,0.11537697,0.00628832,0.113868152665335,0.46553990116707,0.202515508358743,0.0208225090923624,108575,107361,40609
020106,ANCASH,HUARAZ,JANGAS,5087,0.432387975358943,0.23373813,0.08470116,0.211880359757373,0.582304957121941,0.142857142857143,0.0237861214861411,1402,1217,310
020107,ANCASH,HUARAZ,LA LIBERTAD,1184,0.192918183255076,0.40451562,0.1584168,0.196060037523452,0.643527204502814,0.106941838649156,0.0498310810810811,661,623,170
020108,ANCASH,HUARAZ,OLLEROS,2273,0.322188003852431,0.2758076,0.08872901,0.217779668226287,0.456826882177797,0.0808166737558486,0.0690717113946326,1257,1195,512
020109,ANCASH,HUARAZ,PAMPAS,1212,0.333531560701873,0.46279289,0.084222,0.0951882845188284,0.425732217573222,0.2081589958159,0.08003300330033,598,553,117
020110,ANCASH,HUARAZ,PARIACOTO,4811,0.338115324875019,0.32034603,0.1000584,0.174120712114633,0.452453321754234,0.0981328701693443,0.0293078362086884,4300,3704,1310
020111,ANCASH,HUARAZ,PIRA,3838,0.322671831116443,0.4032822,0.404584,0.199337548931045,0.460403492923818,0.117133393556158,0.0312662845231892,1626,1427,379
020112,ANCASH,HUARAZ,TARICA,5955,0.44948408163021,0.2758076,0.08321238,0.218996528873462,0.524297885768381,0.108709372041654,0.0245172124265323,1879,1557,535
020201,ANCASH,AIJA,AIJA,1909,0.45881596116347,0.2074384,0.04827501,0.0897372335151215,0.399107585523054,0.0837878036688151,0.0544787847040335,1757,1595,665
020202,ANCASH,AIJA,CORIS,2282,0.320370473598236,0.40218881,0.1669016,0.13300793166565,0.0683343502135449,0.0951799877974375,0.042068361086766,1216,1090,556
020203,ANCASH,AIJA,HUACLLAN,626,0.312557431462187,0.27149267,0.1187675,0.151098901098901,0.54945054945055,0.0192307692307692,0.0255591054313099,255,245,175
020204,ANCASH,AIJA,LA MERCED,2263,0.306779106318392,0.39637681,0.1621712,0.127054361567636,0.420353982300885,0.105562579013906,0.0326999558108705,970,925,508
020205,ANCASH,AIJA,SUCCHA,855,0.400879703541437,0.2304721,0.1171107,0.103641456582633,0.323529411764706,0.0378151260504202,0.0654970760233918,501,477,234
020301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,3662,0.418726515009287,0.25153086,0.1269753,0.163929440389294,0.462287104622871,0.0936739659367397,0.0390496996176953,2828,2585,1102
020302,ANCASH,ANTONIO RAYMONDI,ACZO,2218,0.331967827651265,0.48338683,0.3011389,0.16162669447341,0.684567257559958,0.0855057351407717,0.0405770964833183,1329,1286,268
020303,ANCASH,ANTONIO RAYMONDI,CHACCHO,1752,0.300035687091434,0.44632847,0.1656932,0.223684210526316,0.497076023391813,0.0350877192982456,0.0410958904109589,875,817,205
020304,ANCASH,ANTONIO RAYMONDI,CHINGAS,1974,0.364896518141038,0.3188595,0.2193497,0.173419773095624,0.226904376012966,0.115072933549433,0.0460992907801418,1256,1175,328
020305,ANCASH,ANTONIO RAYMONDI,MIRGAS,5443,0.228673647219613,0.53281578,0.2165163,0.247356774034915,0.605851979345955,0.0422916154413573,0.0238838875620062,2640,2407,362
020306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,1673,0.177811151311328,0.40071387,0.3152612,0.169257340241796,0.075993091537133,0.0224525043177893,0.0257023311416617,825,828,89
020401,ANCASH,ASUNCION,CHACAS,5684,0.42959293006707,0.30403907,0.05926086,0.206662283585361,0.541529695375849,0.117028270874425,0.0302603800140746,4139,4027,2084
020402,ANCASH,ASUNCION,ACOCHACA,3285,0.301235403663372,0.37911803,0.1119676,0.282060390763766,0.244404973357016,0.0490230905861457,0.0417047184170472,1861,1798,999
020501,ANCASH,BOLOGNESI,CHIQUIAN,3713,0.515532198671602,0.17422242,0.01880641,0.105642555306985,0.297787720606513,0.141188168033806,0.0616751952598977,3182,3034,1597
020502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,1230,0.434686909176477,0.2273741,0.00363578,0.0778688524590164,0.651639344262295,0.0983606557377049,0.00975609756097561,143,141,88
020503,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,1097,0.369827709229959,0.42121181,0.1780798,0.181086519114688,0.510060362173038,0.119718309859155,0.0774840474020055,593,557,272
020504,ANCASH,BOLOGNESI,AQUIA,2561,0.434959037731818,0.28459053,0.02897792,0.142095053346266,0.284675072744908,0.285645004849661,0.0320187426786412,1429,1365,603
020505,ANCASH,BOLOGNESI,CAJACAY,1632,0.453115730804935,0.22052934,0.05079865,0.14370900417412,0.299344066785927,0.146690518783542,0.0337009803921569,1196,1187,616
020506,ANCASH,BOLOGNESI,CANIS,1273,0.460563876205842,0.3331055,0.07225021,0.0961538461538462,0.307692307692308,0.201923076923077,0.0267085624509034,152,152,47
020507,ANCASH,BOLOGNESI,COLQUIOC,4081,0.531955068221419,0.13461006,0.00809487,0.0825767401642888,0.490704712494596,0.248594898400346,0.0142122028914482,1607,1548,676
020508,ANCASH,BOLOGNESI,HUALLANCA,8386,0.452876491017844,0.28567574,0.03722387,0.121985157699443,0.319264069264069,0.181354359925789,0.015025041736227,5346,5192,2056
020509,ANCASH,BOLOGNESI,HUASTA,2621,0.371872019520609,0.36252914,0.06551564,0.131983240223464,0.333100558659218,0.198324022346369,0.0320488363220145,941,825,266
020510,ANCASH,BOLOGNESI,HUAYLLACAYAN,1125,0.334208053634225,0.46825821,0.1312803,0.130087789305666,0.366320830007981,0.18196328810854,0.0684444444444445,825,731,367
020511,ANCASH,BOLOGNESI,LA PRIMAVERA,930,0.34607608310267,0.37535376,0.1450879,0.12910284463895,0.805251641137856,0.203501094091904,0.0268817204301075,179,163,27
020512,ANCASH,BOLOGNESI,MANGAS,577,0.36715018032312,0.3331055,0.04589867,0.170731707317073,0.347560975609756,0.182926829268293,0.102253032928943,328,260,45
020513,ANCASH,BOLOGNESI,PACLLON,1756,0.426940857604432,0.2273741,0.03203564,0.113413304252999,0.775354416575791,0.0861504907306434,0.0347380410022779,749,737,476
020514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,1263,0.399066844124453,0.2273741,0.02366919,0.0888888888888889,0.331313131313131,0.208080808080808,0.0166270783847981,175,166,110
020515,ANCASH,BOLOGNESI,TICLLOS,1265,0.403408425537718,0.35985119,0.1407878,0.127659574468085,0.524316109422492,0.150455927051672,0.0268774703557312,356,327,97
020601,ANCASH,CARHUAZ,CARHUAZ,15683,0.441797878565481,0.25341305,0.1112687,0.206057399814839,0.555944980822643,0.162346250495966,0.0254415609258433,14735,13414,3123
020602,ANCASH,CARHUAZ,ACOPAMPA,2707,0.466980736228574,0.2614765,0.04564928,0.181229773462783,0.542071197411003,0.122168284789644,0.0358330254894717,697,650,307
020603,ANCASH,CARHUAZ,AMASHCA,1611,0.294082128188012,0.3663522,0.0900453,0.293501048218029,0.771488469601677,0.113906359189378,0.0378646803227809,1019,817,138
020604,ANCASH,CARHUAZ,ANTA,2542,0.379037874851395,0.46097252,0.1422365,0.19492600422833,0.54291754756871,0.0389006342494715,0.0350118017309205,1728,1666,320
020605,ANCASH,CARHUAZ,ATAQUERO,1403,0.258883648691519,0.41993193,0.1709452,0.256637168141593,0.755616065350579,0.0483321987746766,0.0498930862437634,932,894,118
020606,ANCASH,CARHUAZ,MARCARA,9491,0.416163030306859,0.24508283,0.1200798,0.242561721882254,0.51698670605613,0.0769149609622283,0.0217047729427879,5908,5569,1946
020607,ANCASH,CARHUAZ,PARIAHUANCA,1639,0.426111482556431,0.2614765,0.1468581,0.212889210716872,0.511947863866763,0.0304127443881246,0.0359975594874924,779,751,179
020608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,2804,0.256266740165172,0.59511489,0.09619736,0.279574468085106,0.659574468085106,0.0276595744680851,0.0260342368045649,1000,931,90
020609,ANCASH,CARHUAZ,SHILLA,3370,0.246231260554127,0.2614765,0.1046035,0.359985657941915,0.700250986016493,0.0401577626389387,0.0287833827893175,1823,1706,458
020610,ANCASH,CARHUAZ,TINCO,3304,0.458797836142812,0.34544772,0.07384604,0.166416791604198,0.529535232383808,0.185307346326837,0.0348062953995157,972,886,173
020611,ANCASH,CARHUAZ,YUNGAR,3475,0.399760310360676,0.34352941,0.1037092,0.194852941176471,0.523395721925134,0.0935828877005348,0.0328057553956835,1801,1726,422
020701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,12819,0.335288210943075,0.35243619,0.1604576,0.25826741637282,0.601639188030115,0.0622319641665873,0.0232467431156877,7792,7478,2517
020702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,3813,0.236361854632833,0.5317466,0.1764446,0.253912488022996,0.172149473011817,0.032258064516129,0.018095987411487,2288,2177,510
020703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,5636,0.268745191949454,0.46599182,0.1946463,0.254336672367457,0.58099193745419,0.0476423161495236,0.0259048970901348,3236,3138,1156
020801,ANCASH,CASMA,CASMA,33495,0.587346060698221,0.16666532,0.01823669,0.113239200335524,0.157696071578359,0.259890954844121,0.0189281982385431,28926,27308,9247
020802,ANCASH,CASMA,BUENA VISTA ALTA,4296,0.485047467080838,0.2424014,0.04260352,0.193334713309874,0.217139308631753,0.147588490995653,0.0256052141527002,4251,3802,1222
020803,ANCASH,CASMA,COMANDANTE NOEL,2097,0.52517512103102,0.13944203,0.06058059,0.142241379310345,0.0651340996168582,0.309865900383142,0.0267048164043872,1728,1697,980
020804,ANCASH,CASMA,YAUTAN,8553,0.46043079060788,0.2424014,0.05985627,0.170379289584588,0.167489464178206,0.252618904274533,0.0247866245761721,7660,7089,1520
020901,ANCASH,CORONGO,CORONGO,1515,0.368138104449838,0.40723428,0.06768192,0.184853905784138,0.21407274895647,0.107334525939177,0.0528052805280528,1383,1524,678
020902,ANCASH,CORONGO,ACO,466,0.393262941710595,0.44305189,0.09084512,0.211081794195251,0.0765171503957784,0.079155672823219,0.0386266094420601,277,264,
020903,ANCASH,CORONGO,BAMBAS,547,0.299967293586623,0.61961049,0.127844,0.107865168539326,0.0134831460674157,0.051685393258427,0.0402193784277879,301,245,50
020904,ANCASH,CORONGO,CUSCA,2999,0.340247118350095,0.36098091,0.08538492,0.156833457804332,0.175504107542942,0.301717699775952,0.019673224408136,2070,1632,775
020905,ANCASH,CORONGO,LA PAMPA,1048,0.461737289443468,0.32886792,0.02537687,0.153996101364522,0.436647173489279,0.17056530214425,0.0534351145038168,839,655,142
020906,ANCASH,CORONGO,YANAC,722,0.350472527613118,0.52413249,0.1429526,0.16403785488959,0.0772870662460568,0.0709779179810726,0.0484764542936288,433,409,196
020907,ANCASH,CORONGO,YUPAN,1020,0.469108645708269,0.50872416,0.06485409,0.0793650793650794,0.0202020202020202,0.181818181818182,0.0107843137254902,259,250,53
021001,ANCASH,HUARI,HUARI,10490,0.47060209619685,0.24245806,0.05330713,0.171497058182611,0.516779254739595,0.0727827413379821,0.036606291706387,9574,9128,3515
021002,ANCASH,HUARI,ANRA,1648,0.266202407763646,0.41566079,0.1077872,0.193832599118943,0.671071953010279,0.0763582966226138,0.0400485436893204,1115,1084,532
021003,ANCASH,HUARI,CAJAY,2689,0.326000270862385,0.46527698,0.152029,0.260007773027594,0.555382821609017,0.0349786241741158,0.0405355150613611,1709,1667,688
021004,ANCASH,HUARI,CHAVIN DE HUANTAR,9407,0.333316881053218,0.29431013,0.1187955,0.252289549617363,0.595533810061473,0.0658637561159202,0.019134686935261,5912,5726,2346
