Ano;Departamentos;Distritos;provincia;Región natural;Maxepi Week;Semana;Maxyear;Muerte Mat;Geometría;Mmaterna1;Mmaterna2
2017;LIMA;LA VICTORIA;LIMA;COSTA;16;20;2021;1;Polygon;;1
2016;LIMA;HUARAL;HUARAL;COSTA;16;30;2021;1;Polygon;;1
2013;LORETO;IQUITOS;MAYNAS;SELVA;16;30;2021;1;Polygon;;1
2013;LA LIBERTAD;CHILLIA;PATAZ;SIERRA;16;21;2021;1;Polygon;;1
2012;PUNO;NUÑOA;MELGAR;SIERRA;16;2;2021;1;Polygon;;1
2013;PIURA;SULLANA;SULLANA;COSTA;16;9;2021;1;Polygon;;1
2014;SAN MARTIN;SHAMBOYACU;PICOTA;SELVA;16;9;2021;1;Polygon;;1
2014;LORETO;ANDOAS;DATEM DEL MARAÑON;SELVA;16;51;2021;1;Polygon;;1
2012;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;28;2021;1;Polygon;;1
2012;HUANUCO;APARICIO POMARES;YAROWILCA;SIERRA;16;32;2021;1;Polygon;;1
2013;LIMA;SANTA ANITA;LIMA;COSTA;16;31;2021;1;Polygon;;1
2012;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;28;2021;1;Polygon;;1
2012;LIMA;LURIGANCHO;LIMA;COSTA;16;25;2021;1;Polygon;;1
2016;LIMA;CARABAYLLO;LIMA;COSTA;16;36;2021;1;Polygon;;1
2013;LIMA;SANTA ROSA DE QUIVES;CANTA;COSTA;16;10;2021;1;Polygon;;1
2014;PIURA;SAPILLICA;AYABACA;COSTA;16;3;2021;1;Polygon;;1
2014;LIMA;COMAS;LIMA;COSTA;16;49;2021;1;Polygon;;1
2017;LIMA;PUENTE PIEDRA;LIMA;COSTA;16;47;2021;1;Polygon;;1
2015;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;23;2021;1;Polygon;;1
2014;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;4;2021;1;Polygon;;1
2014;HUANUCO;PUERTO INCA;PUERTO INCA;SELVA;16;33;2021;1;Polygon;;1
2016;AYACUCHO;VINCHOS;HUAMANGA;SIERRA;16;2;2021;1;Polygon;;1
2012;LIMA;ATE;LIMA;COSTA;16;31;2021;1;Polygon;;1
2015;JUNIN;CONCEPCION;CONCEPCION;SIERRA;16;7;2021;1;Polygon;;1
2013;LIMA;LA VICTORIA;LIMA;COSTA;16;43;2021;1;Polygon;;1
2015;LAMBAYEQUE;MORROPE;LAMBAYEQUE;COSTA;16;48;2021;1;Polygon;;1
2015;PUNO;ANANEA;SAN ANTONIO DE PUTINA;SIERRA;16;11;2021;1;Polygon;;1
2015;PIURA;PARIÑAS;TALARA;COSTA;16;22;2021;1;Polygon;;1
2015;LIMA;CARABAYLLO;LIMA;COSTA;16;10;2021;1;Polygon;;1
2014;PIURA;LAS LOMAS;PIURA;COSTA;16;15;2021;1;Polygon;;1
2014;LA LIBERTAD;FLORENCIA DE MORA;TRUJILLO;COSTA;16;4;2021;1;Polygon;;1
2014;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SIERRA;16;23;2021;1;Polygon;;1
2016;LIMA;VILLA EL SALVADOR;LIMA;COSTA;16;39;2021;1;Polygon;;1
2016;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;18;2021;1;Polygon;;1
2015;LORETO;YURIMAGUAS;ALTO AMAZONAS;SELVA;16;4;2021;1;Polygon;;1
2015;PIURA;BELLAVISTA;SULLANA;COSTA;16;29;2021;1;Polygon;;1
2012;LIMA;SAN JUAN DE MIRAFLORES;LIMA;COSTA;16;18;2021;1;Polygon;;1
2015;SAN MARTIN;JUANJUI;MARISCAL CACERES;SELVA;16;34;2021;1;Polygon;;1
2015;LA LIBERTAD;CHICAMA;ASCOPE;COSTA;16;47;2021;1;Polygon;;1
2014;LIMA;PUENTE PIEDRA;LIMA;COSTA;16;11;2021;1;Polygon;;1
2015;CALLAO;CALLAO;CALLAO;COSTA;16;40;2021;1;Polygon;;1
2016;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;11;2021;1;Polygon;;1
2016;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;TACNA;COSTA;16;21;2021;1;Polygon;;1
2018;TUMBES;ZARUMILLA;ZARUMILLA;COSTA;16;6;2021;1;Polygon;;1
2019;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SELVA;16;15;2021;1;Polygon;;1
2017;LORETO;CONTAMANA;UCAYALI;SELVA;16;17;2021;1;Polygon;;1
2019;PUNO;SAN GABAN;CARABAYA;SELVA;16;46;2021;1;Polygon;;1
2018;LA LIBERTAD;CHUGAY;SANCHEZ CARRION;SIERRA;16;37;2021;1;Polygon;;1
2018;HUANUCO;HUACRACHUCO;MARAÑON;SIERRA;16;6;2021;1;Polygon;;1
2019;JUNIN;CHUPACA;CHUPACA;SIERRA;16;16;2021;1;Polygon;;1
2019;TUMBES;TUMBES;TUMBES;COSTA;16;49;2021;1;Polygon;;1
2017;LORETO;PUNCHANA;MAYNAS;SELVA;16;37;2021;1;Polygon;;1
2018;AYACUCHO;AYACUCHO;HUAMANGA;SIERRA;16;25;2021;1;Polygon;;1
2015;MADRE DE DIOS;FITZCARRALD;MANU;SELVA;16;26;2021;1;Polygon;;1
2014;LORETO;PUNCHANA;MAYNAS;SELVA;16;21;2021;1;Polygon;;1
2018;PUNO;TARACO;HUANCANE;SIERRA;16;15;2021;1;Polygon;;1
2017;SAN MARTIN;JEPELACIO;MOYOBAMBA;SELVA;16;8;2021;1;Polygon;;1
2016;TUMBES;ZARUMILLA;ZARUMILLA;COSTA;16;50;2021;1;Polygon;;1
2018;PIURA;TAMBO GRANDE;PIURA;COSTA;16;11;2021;1;Polygon;;1
2016;CALLAO;VENTANILLA;CALLAO;COSTA;16;35;2021;1;Polygon;;1
2017;LIMA;SAN MARTIN DE PORRES;LIMA;COSTA;16;34;2021;1;Polygon;;1
2016;LA LIBERTAD;HUAMACHUCO;SANCHEZ CARRION;SIERRA;16;14;2021;1;Polygon;;1
2016;PIURA;SECHURA;SECHURA;COSTA;16;11;2021;1;Polygon;;1
2017;LIMA;SAN MARTIN DE PORRES;LIMA;COSTA;16;12;2021;1;Polygon;;1
2013;LIMA;SAN MARTIN DE PORRES;LIMA;COSTA;16;36;2021;1;Polygon;;1
2019;TACNA;ALTO DE LA ALIANZA;TACNA;COSTA;16;24;2021;1;Polygon;;1
2013;ICA;ICA;ICA;COSTA;16;27;2021;1;Polygon;;1
2018;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SELVA;16;17;2021;1;Polygon;;1
2015;JUNIN;PANGOA;SATIPO;SELVA;16;34;2021;1;Polygon;;1
2017;LIMA;SAN MARTIN DE PORRES;LIMA;COSTA;16;8;2021;1;Polygon;;1
2018;LORETO;ANDOAS;DATEM DEL MARAÑON;SELVA;16;28;2021;1;Polygon;;1
2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;COSTA;16;18;2021;1;Polygon;;1
2017;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;14;2021;1;Polygon;;1
2018;ICA;NASCA;NASCA;COSTA;16;24;2021;1;Polygon;;1
2017;LORETO;CONTAMANA;UCAYALI;SELVA;16;31;2021;1;Polygon;;1
2017;LIMA;LIMA;LIMA;COSTA;16;40;2021;1;Polygon;;1
2019;SAN MARTIN;SACANCHE;HUALLAGA;SELVA;16;15;2021;1;Polygon;;1
2019;PASCO;VILLA RICA;OXAPAMPA;SELVA;16;38;2021;1;Polygon;;1
2019;PIURA;VEINTISEIS DE OCTUBRE;PIURA;COSTA;16;37;2021;1;Polygon;;1
2017;LAMBAYEQUE;MORROPE;LAMBAYEQUE;COSTA;16;11;2021;1;Polygon;;1
2019;LORETO;INDIANA;MAYNAS;SELVA;16;9;2021;1;Polygon;;1
2016;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;TACNA;COSTA;16;16;2021;1;Polygon;;1
2018;JUNIN;SATIPO;SATIPO;SELVA;16;16;2021;1;Polygon;;1
2019;LORETO;PUNCHANA;MAYNAS;SELVA;16;5;2021;1;Polygon;;1
2019;LIMA;PUENTE PIEDRA;LIMA;COSTA;16;8;2021;1;Polygon;;1
2019;LORETO;PUNCHANA;MAYNAS;SELVA;16;23;2021;1;Polygon;;1
2018;HUANUCO;PUERTO INCA;PUERTO INCA;SELVA;16;4;2021;1;Polygon;;1
2017;PIURA;CHULUCANAS;MORROPON;COSTA;16;30;2021;1;Polygon;;1
2017;PASCO;PALCAZU;OXAPAMPA;SELVA;16;22;2021;1;Polygon;;1
2019;JUNIN;RIO TAMBO;SATIPO;SELVA;16;45;2021;1;Polygon;;1
2016;AREQUIPA;BELLA UNION;CARAVELI;COSTA;16;44;2021;1;Polygon;;1
2016;PIURA;HUANCABAMBA;HUANCABAMBA;SIERRA;16;15;2021;1;Polygon;;1
2018;PIURA;AYABACA;AYABACA;SIERRA;16;7;2021;1;Polygon;;1
2019;PASCO;NINACACA;PASCO;SIERRA;16;45;2021;1;Polygon;;1
2018;PASCO;YANACANCHA;PASCO;SIERRA;16;24;2021;1;Polygon;;1
2018;JUNIN;PERENE;CHANCHAMAYO;SELVA;16;13;2021;1;Polygon;;1
2018;LORETO;PASTAZA;DATEM DEL MARAÑON;SELVA;16;46;2021;1;Polygon;;1
2016;JUNIN;SANTA ROSA DE SACCO;YAULI;SIERRA;16;26;2021;1;Polygon;;1
2019;LORETO;YURIMAGUAS;ALTO AMAZONAS;SELVA;16;5;2021;1;Polygon;;1
2017;HUANUCO;HONORIA;PUERTO INCA;SELVA;16;16;2021;1;Polygon;;1
2019;HUANUCO;CHORAS;YAROWILCA;SIERRA;16;1;2021;1;Polygon;;1
2018;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;23;2021;1;Polygon;;1
2019;PUNO;PUNO;PUNO;SIERRA;16;18;2021;1;Polygon;;1
2019;LA LIBERTAD;OTUZCO;OTUZCO;SIERRA;16;26;2021;1;Polygon;;1
2018;ICA;PACHACUTEC;ICA;COSTA;16;50;2021;1;Polygon;;1
2018;LAMBAYEQUE;JOSE LEONARDO ORTIZ;CHICLAYO;COSTA;16;30;2021;1;Polygon;;1
2019;PIURA;MANCORA;TALARA;COSTA;16;28;2021;1;Polygon;;1
2018;LA LIBERTAD;VIRU;VIRU;COSTA;16;20;2021;1;Polygon;;1
2018;LAMBAYEQUE;PIMENTEL;CHICLAYO;COSTA;16;48;2021;1;Polygon;;1
2016;LAMBAYEQUE;INCAHUASI;FERREÑAFE;SIERRA;16;43;2021;1;Polygon;;1
2017;PIURA;MORROPON;MORROPON;COSTA;16;11;2021;1;Polygon;;1
2016;PIURA;CATACAOS;PIURA;COSTA;16;8;2021;1;Polygon;;1
2018;LA LIBERTAD;GUADALUPE;PACASMAYO;COSTA;16;23;2021;1;Polygon;;1
2019;ICA;TATE;ICA;COSTA;16;2;2021;1;Polygon;;1
2017;UCAYALI;TAHUANIA;ATALAYA;SELVA;16;51;2021;1;Polygon;;1
2018;PIURA;JILILI;AYABACA;COSTA;16;21;2021;1;Polygon;;1
2017;PASCO;TAPUC;DANIEL ALCIDES CARRION;SIERRA;16;16;2021;1;Polygon;;1
2019;JUNIN;SUITUCANCHA;YAULI;SIERRA;16;37;2021;1;Polygon;;1
2017;LORETO;ANDOAS;DATEM DEL MARAÑON;SELVA;16;37;2021;1;Polygon;;1
2018;LORETO;ANDOAS;DATEM DEL MARAÑON;SELVA;16;24;2021;1;Polygon;;1
2019;JUNIN;RIO TAMBO;SATIPO;SELVA;16;17;2021;1;Polygon;;1
2019;LORETO;TROMPETEROS;LORETO;SELVA;16;33;2021;1;Polygon;;1
2016;PIURA;SULLANA;SULLANA;COSTA;16;2;2021;1;Polygon;;1
2019;PIURA;PARIÑAS;TALARA;COSTA;16;18;2021;1;Polygon;;1
2012;PASCO;CHAUPIMARCA;PASCO;SIERRA;16;37;2021;1;Polygon;;1
2015;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;49;2021;1;Polygon;;1
2018;LIMA;SURQUILLO;LIMA;COSTA;16;29;2021;1;Polygon;;1
2012;ICA;ICA;ICA;COSTA;16;26;2021;1;Polygon;;1
2012;LORETO;IQUITOS;MAYNAS;SELVA;16;12;2021;1;Polygon;;1
2015;TUMBES;SAN JACINTO;TUMBES;COSTA;16;43;2021;1;Polygon;;1
2015;SAN MARTIN;SAN RAFAEL;BELLAVISTA;SELVA;16;42;2021;1;Polygon;;1
2014;LIMA;LURIN;LIMA;COSTA;16;20;2021;1;Polygon;;1
2013;LIMA;ATE;LIMA;COSTA;16;37;2021;1;Polygon;;1
2015;LIMA;PUEBLO LIBRE;LIMA;COSTA;16;28;2021;1;Polygon;;1
2013;PUNO;ORURILLO;MELGAR;SIERRA;16;30;2021;1;Polygon;;1
2012;LIMA;VILLA EL SALVADOR;LIMA;COSTA;16;11;2021;1;Polygon;;1
2013;HUANCAVELICA;ACORIA;HUANCAVELICA;SIERRA;16;35;2021;1;Polygon;;1
2015;PIURA;SULLANA;SULLANA;COSTA;16;20;2021;1;Polygon;;1
2016;LAMBAYEQUE;JAYANCA;LAMBAYEQUE;COSTA;16;16;2021;1;Polygon;;1
2012;ANCASH;CHIMBOTE;SANTA;COSTA;16;15;2021;1;Polygon;;1
2015;TUMBES;TUMBES;TUMBES;COSTA;16;41;2021;1;Polygon;;1
2013;PASCO;HUAYLLAY;PASCO;SIERRA;16;50;2021;1;Polygon;;1
2015;LIMA;SAN JUAN DE MIRAFLORES;LIMA;COSTA;16;43;2021;1;Polygon;;1
2013;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;13;2021;1;Polygon;;1
2019;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;2;2021;1;Polygon;;1
2014;SAN MARTIN;MORALES;SAN MARTIN;SELVA;16;14;2021;1;Polygon;;1
2015;PIURA;CATACAOS;PIURA;COSTA;16;39;2021;1;Polygon;;1
2016;LIMA;CHORRILLOS;LIMA;COSTA;16;45;2021;1;Polygon;;1
2014;AREQUIPA;AREQUIPA;AREQUIPA;SIERRA;16;45;2021;1;Polygon;;1
2015;LA LIBERTAD;RAZURI;ASCOPE;COSTA;16;8;2021;1;Polygon;;1
2015;LIMA;LIMA;LIMA;COSTA;16;9;2021;1;Polygon;;1
2015;LIMA;SAN MARTIN DE PORRES;LIMA;COSTA;16;15;2021;1;Polygon;;1
2019;LA LIBERTAD;GUADALUPE;PACASMAYO;COSTA;16;43;2021;1;Polygon;;1
2016;TACNA;TACNA;TACNA;COSTA;16;1;2021;1;Polygon;;1
2018;JUNIN;EL TAMBO;HUANCAYO;SIERRA;16;51;2021;1;Polygon;;1
2016;TACNA;POCOLLAY;TACNA;COSTA;16;2;2021;1;Polygon;;1
2016;PIURA;CHULUCANAS;MORROPON;COSTA;16;5;2021;1;Polygon;;1
2015;JUNIN;CHILCA;HUANCAYO;SIERRA;16;31;2021;1;Polygon;;1
2019;ICA;PUEBLO NUEVO;CHINCHA;COSTA;16;9;2021;1;Polygon;;1
2016;HUANUCO;HUANUCO;HUANUCO;SIERRA;16;37;2021;1;Polygon;;1
2016;LORETO;PUNCHANA;MAYNAS;SELVA;16;32;2021;1;Polygon;;1
2018;LIMA;LA MOLINA;LIMA;COSTA;16;5;2021;1;Polygon;;1
2016;PIURA;PARIÑAS;TALARA;COSTA;16;26;2021;1;Polygon;;1
2017;LAMBAYEQUE;CHICLAYO;CHICLAYO;COSTA;16;2;2021;1;Polygon;;1
2013;LORETO;PUNCHANA;MAYNAS;SELVA;16;46;2021;1;Polygon;;1
2014;CAJAMARCA;SOCOTA;CUTERVO;SIERRA;16;4;2021;1;Polygon;;1
2012;LIMA;INDEPENDENCIA;LIMA;COSTA;16;43;2021;1;Polygon;;1
2015;PIURA;PIURA;PIURA;COSTA;16;7;2021;1;Polygon;;1
2016;LAMBAYEQUE;CHICLAYO;CHICLAYO;COSTA;16;23;2021;1;Polygon;;1
2014;LIMA;CHORRILLOS;LIMA;COSTA;16;23;2021;1;Polygon;;1
2014;LIMA;LA MOLINA;LIMA;COSTA;16;17;2021;1;Polygon;;1
2014;JUNIN;CHILCA;HUANCAYO;SIERRA;16;49;2021;1;Polygon;;1
2012;LIMA;EL AGUSTINO;LIMA;COSTA;16;42;2021;1;Polygon;;1
2016;ICA;TUPAC AMARU INCA;PISCO;COSTA;16;7;2021;1;Polygon;;1
2015;HUANUCO;AMARILIS;HUANUCO;SIERRA;16;22;2021;1;Polygon;;1
2018;LAMBAYEQUE;MOTUPE;LAMBAYEQUE;COSTA;16;19;2021;1;Polygon;;1
2019;LA LIBERTAD;GUADALUPE;PACASMAYO;COSTA;16;21;2021;1;Polygon;;1
2012;LORETO;YAVARI;MARISCAL RAMON CASTILLA;SELVA;16;52;2021;1;Polygon;;1
2012;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;COSTA;16;35;2021;1;Polygon;;1
2016;PIURA;SULLANA;SULLANA;COSTA;16;36;2021;1;Polygon;;1
2014;JUNIN;HUANCAYO;HUANCAYO;SIERRA;16;48;2021;1;Polygon;;1
2014;JUNIN;EL TAMBO;HUANCAYO;SIERRA;16;14;2021;1;Polygon;;1
2015;LIMA;RIMAC;LIMA;COSTA;16;6;2021;1;Polygon;;1
2015;LORETO;SAN JUAN BAUTISTA;MAYNAS;SELVA;16;32;2021;1;Polygon;;1
2018;CAJAMARCA;CHOTA;CHOTA;SIERRA;16;19;2021;1;Polygon;;1
2012;JUNIN;LA OROYA;YAULI;SIERRA;16;17;2021;1;Polygon;;1
2015;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;28;2021;1;Polygon;;1
2016;LIMA;LA VICTORIA;LIMA;COSTA;16;41;2021;1;Polygon;;1
2014;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;52;2021;1;Polygon;;1
2014;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;8;2021;1;Polygon;;1
2017;LIMA;SANTA ANITA;LIMA;COSTA;16;30;2021;1;Polygon;;1
2018;LAMBAYEQUE;PATAPO;CHICLAYO;COSTA;16;12;2021;1;Polygon;;1
2015;LIMA;RIMAC;LIMA;COSTA;16;26;2021;1;Polygon;;1
2015;JUNIN;PICHANAQUI;CHANCHAMAYO;SELVA;16;14;2021;1;Polygon;;1
2013;LIMA;CARABAYLLO;LIMA;COSTA;16;25;2021;1;Polygon;;1
2014;LIMA;ATE;LIMA;COSTA;16;2;2021;1;Polygon;;1
2018;LIMA;PACHACAMAC;LIMA;COSTA;16;44;2021;1;Polygon;;1
2018;LIMA;VILLA EL SALVADOR;LIMA;COSTA;16;9;2021;1;Polygon;;1
2018;CAJAMARCA;CAJAMARCA;CAJAMARCA;SIERRA;16;2;2021;1;Polygon;;1
2017;PUNO;JULIACA;SAN ROMAN;SIERRA;16;6;2021;1;Polygon;;1
2019;LIMA;LINCE;LIMA;COSTA;16;38;2021;1;Polygon;;1
2019;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;7;2021;1;Polygon;;1
2014;UCAYALI;CALLERIA;CORONEL PORTILLO;SELVA;16;43;2021;1;Polygon;;1
2016;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;20;2021;1;Polygon;;1
2017;PUNO;PUNO;PUNO;SIERRA;16;8;2021;1;Polygon;;1
2017;ICA;SALAS;ICA;COSTA;16;7;2021;1;Polygon;;1
2018;PUNO;JULIACA;SAN ROMAN;SIERRA;16;11;2021;1;Polygon;;1
2018;AYACUCHO;AYACUCHO;HUAMANGA;SIERRA;16;50;2021;1;Polygon;;1
2018;LIMA;JESUS MARIA;LIMA;COSTA;16;39;2021;1;Polygon;;1
2019;LIMA;JESUS MARIA;LIMA;COSTA;16;5;2021;1;Polygon;;1
2017;LIMA;JESUS MARIA;LIMA;COSTA;16;28;2021;1;Polygon;;1
2017;LORETO;PUNCHANA;MAYNAS;SELVA;16;35;2021;1;Polygon;;1
2014;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;35;2021;1;Polygon;;1
2013;LORETO;IQUITOS;MAYNAS;SELVA;16;33;2021;1;Polygon;;1
2013;LIMA;LIMA;LIMA;COSTA;16;16;2021;1;Polygon;;1
2018;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;26;2021;1;Polygon;;1
2017;PUNO;JOSE DOMINGO CHOQUEHUANCA;AZANGARO;SIERRA;16;34;2021;1;Polygon;;1
2014;PUNO;MUÑANI;AZANGARO;SIERRA;16;43;2021;1;Polygon;;1
2018;HUANUCO;SAN MIGUEL DE CAURI;LAURICOCHA;SIERRA;16;37;2021;1;Polygon;;1
2012;ICA;SANTIAGO;ICA;COSTA;16;19;2021;1;Polygon;1;
2012;LAMBAYEQUE;CAÑARIS;FERREÑAFE;SIERRA;16;23;2021;1;Polygon;1;
2012;PASCO;PUERTO BERMUDEZ;OXAPAMPA;SELVA;16;1;2021;1;Polygon;1;
2013;JUNIN;PICHANAQUI;CHANCHAMAYO;SELVA;16;23;2021;1;Polygon;1;
2012;UCAYALI;MANANTAY;CORONEL PORTILLO;SELVA;16;43;2021;1;Polygon;1;
2012;PUNO;JULIACA;SAN ROMAN;SIERRA;16;21;2021;1;Polygon;1;
2012;PIURA;LOS ORGANOS;TALARA;COSTA;16;16;2021;1;Polygon;1;
2013;PUNO;CHUCUITO;PUNO;SIERRA;16;41;2021;1;MultiPolygon;1;
2016;LAMBAYEQUE;CHICLAYO;CHICLAYO;COSTA;16;48;2021;1;Polygon;1;
2012;UCAYALI;MASISEA;CORONEL PORTILLO;SELVA;16;28;2021;1;Polygon;1;
2019;UCAYALI;YARINACOCHA;CORONEL PORTILLO;SELVA;16;19;2021;1;Polygon;1;
2018;UCAYALI;CALLERIA;CORONEL PORTILLO;SELVA;16;15;2021;1;Polygon;1;
2019;UCAYALI;CALLERIA;CORONEL PORTILLO;SELVA;16;12;2021;1;Polygon;1;
2012;LORETO;YURIMAGUAS;ALTO AMAZONAS;SELVA;16;34;2021;1;Polygon;1;
2021;LIMA;CARABAYLLO;LIMA;COSTA;16;6;2021;1;Polygon;1;
2021;LORETO;NAUTA;LORETO;SELVA;16;14;2021;1;Polygon;1;
2021;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;SELVA;16;10;2021;1;Polygon;1;
2021;LORETO;LAGUNAS;ALTO AMAZONAS;SELVA;16;12;2021;1;Polygon;1;
2018;PUNO;PUNO;PUNO;SIERRA;16;45;2021;1;Polygon;1;
2019;PUNO;OLLACHEA;CARABAYA;SIERRA;16;31;2021;1;Polygon;1;
2021;PUNO;AMANTANI;PUNO;SIERRA;16;6;2021;1;MultiPolygon;1;
2021;PUNO;POMATA;CHUCUITO;SIERRA;16;11;2021;1;Polygon;1;
2019;PUNO;VILQUE CHICO;HUANCANE;SIERRA;16;36;2021;1;Polygon;1;
2019;PIURA;TAMBO GRANDE;PIURA;COSTA;16;48;2021;1;Polygon;1;
2017;PIURA;PAITA;PAITA;COSTA;16;46;2021;1;Polygon;1;
2017;LIMA;SAN JUAN DE LURIGANCHO;LIMA;COSTA;16;11;2021;1;Polygon;1;
2018;LIMA;SAN MARTIN DE PORRES;LIMA;COSTA;16;45;2021;1;Polygon;1;
2012;LORETO;YURIMAGUAS;ALTO AMAZONAS;SELVA;16;32;2021;1;Polygon;1;
2013;PASCO;PUERTO BERMUDEZ;OXAPAMPA;SELVA;16;27;2021;1;Polygon;1;
2012;LA LIBERTAD;OTUZCO;OTUZCO;SIERRA;16;46;2021;1;Polygon;1;
2014;LIMA;CHORRILLOS;LIMA;COSTA;16;10;2021;1;Polygon;1;
2012;UCAYALI;MANANTAY;CORONEL PORTILLO;SELVA;16;27;2021;1;Polygon;1;
2013;PIURA;PIURA;PIURA;COSTA;16;32;2021;1;Polygon;1;
2012;PASCO;PUERTO BERMUDEZ;OXAPAMPA;SELVA;16;24;2021;1;Polygon;1;
2016;LIMA;SAN VICENTE DE CAÑETE;CAÑETE;COSTA;16;3;2021;1;Polygon;1;
2012;UCAYALI;TAHUANIA;ATALAYA;SELVA;16;34;2021;1;Polygon;1;
2019;PIURA;PIURA;PIURA;COSTA;16;50;2021;1;Polygon;1;
2014;PUNO;PUNO;PUNO;SIERRA;16;16;2021;1;Polygon;1;
2013;TUMBES;TUMBES;TUMBES;COSTA;16;42;2021;1;Polygon;1;
2013;LIMA;BARRANCA;BARRANCA;COSTA;16;28;2021;1;Polygon;1;
2012;LORETO;PUNCHANA;MAYNAS;SELVA;16;38;2021;1;Polygon;1;
2014;LAMBAYEQUE;INCAHUASI;FERREÑAFE;SIERRA;16;11;2021;1;Polygon;1;
2014;LORETO;RAMON CASTILLA;MARISCAL RAMON CASTILLA;SELVA;16;6;2021;1;Polygon;1;
2012;SAN MARTIN;NUEVA CAJAMARCA;RIOJA;SELVA;16;38;2021;1;Polygon;1;
2014;JUNIN;LA OROYA;YAULI;SIERRA;16;25;2021;1;Polygon;1;
2013;PIURA;LA ARENA;PIURA;COSTA;16;11;2021;1;Polygon;1;
2012;PUNO;JULIACA;SAN ROMAN;SIERRA;16;23;2021;1;Polygon;1;
2013;PUNO;JULIACA;SAN ROMAN;SIERRA;16;42;2021;1;Polygon;1;
2012;LIMA;LIMA;LIMA;COSTA;16;7;2021;1;Polygon;1;
2014;LAMBAYEQUE;CHICLAYO;CHICLAYO;COSTA;16;44;2021;1;Polygon;1;
2013;LIMA;ATE;LIMA;COSTA;16;26;2021;1;Polygon;1;
2014;UCAYALI;MANANTAY;CORONEL PORTILLO;SELVA;16;2;2021;1;Polygon;1;
2012;LA LIBERTAD;TRUJILLO;TRUJILLO;COSTA;16;32;2021;1;Polygon;1;
2012;TUMBES;TUMBES;TUMBES;COSTA;16;24;2021;1;Polygon;1;
2013;PIURA;PARIÑAS;TALARA;COSTA;16;6;2021;1;Polygon;1;
2012;LIMA;SAN MARTIN DE PORRES;LIMA;COSTA;16;50;2021;1;Polygon;1;
2013;PUNO;ANANEA;SAN ANTONIO DE PUTINA;SIERRA;16;13;2021;1;Polygon;1;
2012;LORETO;PUNCHANA;MAYNAS;SELVA;16;39;2021;1;Polygon;1;
2017;PIURA;TAMBO GRANDE;PIURA;COSTA;16;48;2021;1;Polygon;1;
2014;LA LIBERTAD;PACANGA;CHEPEN;COSTA;16;4;2021;1;Polygon;1;
2015;ICA;NASCA;NASCA;COSTA;16;26;2021;1;Polygon;1;
2015;PIURA;PAITA;PAITA;COSTA;16;8;2021;1;Polygon;1;
2013;PIURA;PIURA;PIURA;COSTA;16;37;2021;1;Polygon;1;
2012;PIURA;LA UNION;PIURA;COSTA;16;35;2021;1;Polygon;1;
2017;SAN MARTIN;SAPOSOA;HUALLAGA;SELVA;16;38;2021;1;Polygon;1;
2013;JUNIN;SANTO DOMINGO DE ACOBAMBA;HUANCAYO;SIERRA;16;36;2021;1;Polygon;1;
2021;PIURA;LA UNION;PIURA;COSTA;16;8;2021;1;Polygon;1;
2014;LORETO;SAN PABLO;MARISCAL RAMON CASTILLA;SELVA;16;51;2021;1;Polygon;1;
2021;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SELVA;16;16;2021;1;Polygon;1;
2021;LORETO;SAN JUAN BAUTISTA;MAYNAS;SELVA;16;13;2021;1;Polygon;1;
2021;SAN MARTIN;ZAPATERO;LAMAS;SELVA;16;4;2021;1;Polygon;1;
2021;LORETO;NAPO;MAYNAS;SELVA;16;6;2021;1;Polygon;1;
2021;SAN MARTIN;ALTO BIAVO;BELLAVISTA;SELVA;16;3;2021;1;Polygon;1;
2021;PUNO;VILQUE CHICO;HUANCANE;SIERRA;16;9;2021;1;Polygon;1;
